popularity,name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
67,Mad Love,spotify:track:6ImEBuxsbuTowuHmg3Z2FO,0.623,0.796,0,-2.981,0,0.199,0.659,0,0.115,0.607,197.524,audio_features,6ImEBuxsbuTowuHmg3Z2FO,spotify:track:6ImEBuxsbuTowuHmg3Z2FO,https://api.spotify.com/v1/tracks/6ImEBuxsbuTowuHmg3Z2FO,https://api.spotify.com/v1/audio-analysis/6ImEBuxsbuTowuHmg3Z2FO,169813,4
65,I Wish (feat. Mabel),spotify:track:0YORgvqP1MotwCnDZzOwII,0.686,0.856,9,-2.717,0,0.0426,0.0896,0,0.0648,0.733,123.997,audio_features,0YORgvqP1MotwCnDZzOwII,spotify:track:0YORgvqP1MotwCnDZzOwII,https://api.spotify.com/v1/tracks/0YORgvqP1MotwCnDZzOwII,https://api.spotify.com/v1/audio-analysis/0YORgvqP1MotwCnDZzOwII,181728,4
65,Mad Love - Blinkie Remix,spotify:track:5qiQbOa6AFEO3P111y9Jry,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72E-06,0.146,0.465,123.012,audio_features,5qiQbOa6AFEO3P111y9Jry,spotify:track:5qiQbOa6AFEO3P111y9Jry,https://api.spotify.com/v1/tracks/5qiQbOa6AFEO3P111y9Jry,https://api.spotify.com/v1/audio-analysis/5qiQbOa6AFEO3P111y9Jry,200893,4
63,God Is A Dancer (with Mabel),spotify:track:6fenHIxXuuzKB55wY4WCHP,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11E-06,0.342,0.833,119.964,audio_features,6fenHIxXuuzKB55wY4WCHP,spotify:track:6fenHIxXuuzKB55wY4WCHP,https://api.spotify.com/v1/tracks/6fenHIxXuuzKB55wY4WCHP,https://api.spotify.com/v1/audio-analysis/6fenHIxXuuzKB55wY4WCHP,168125,4
62,West Ten (with Mabel),spotify:track:1kNUlYIquh3WpllRoTCRJR,0.828,0.765,10,-6.553,0,0.0615,0.341,0,0.102,0.913,130.035,audio_features,1kNUlYIquh3WpllRoTCRJR,spotify:track:1kNUlYIquh3WpllRoTCRJR,https://api.spotify.com/v1/tracks/1kNUlYIquh3WpllRoTCRJR,https://api.spotify.com/v1/audio-analysis/1kNUlYIquh3WpllRoTCRJR,214500,4
62,Don't Call Me Up - R3HAB Remix,spotify:track:0goj2jVaUvxQP2zsyt7Xol,0.752,0.812,6,-4.41,0,0.183,0.287,2.45E-05,0.0897,0.58,108.05,audio_features,0goj2jVaUvxQP2zsyt7Xol,spotify:track:0goj2jVaUvxQP2zsyt7Xol,https://api.spotify.com/v1/tracks/0goj2jVaUvxQP2zsyt7Xol,https://api.spotify.com/v1/audio-analysis/0goj2jVaUvxQP2zsyt7Xol,153333,4
57,Finders Keepers,spotify:track:3KbnUNSyP1fwh9H5sgA9YZ,0.84,0.572,4,-6.517,0,0.105,0.0508,3.52E-06,0.0907,0.644,108.014,audio_features,3KbnUNSyP1fwh9H5sgA9YZ,spotify:track:3KbnUNSyP1fwh9H5sgA9YZ,https://api.spotify.com/v1/tracks/3KbnUNSyP1fwh9H5sgA9YZ,https://api.spotify.com/v1/audio-analysis/3KbnUNSyP1fwh9H5sgA9YZ,268067,4
89,Night Changes,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
86,What Makes You Beautiful,spotify:track:4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,199987,4
85,Story of My Life,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,audio_features,4nVBt6MZDDP6tRVdQTgxJg,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,245493,4
83,Right Now,spotify:track:1dQQ2QlnvXUehsRUrukKmf,0.645,0.78,8,-5.165,1,0.0319,0.218,0,0.0919,0.372,120.008,audio_features,1dQQ2QlnvXUehsRUrukKmf,spotify:track:1dQQ2QlnvXUehsRUrukKmf,https://api.spotify.com/v1/tracks/1dQQ2QlnvXUehsRUrukKmf,https://api.spotify.com/v1/audio-analysis/1dQQ2QlnvXUehsRUrukKmf,200400,4
82,18,spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,0.681,0.582,6,-7.76,0,0.0313,0.22,0,0.119,0.221,124.038,audio_features,3JjnGLK8IxkNLvo8Lb3KOM,spotify:track:3JjnGLK8IxkNLvo8Lb3KOM,https://api.spotify.com/v1/tracks/3JjnGLK8IxkNLvo8Lb3KOM,https://api.spotify.com/v1/audio-analysis/3JjnGLK8IxkNLvo8Lb3KOM,248360,4
82,Steal My Girl,spotify:track:2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,audio_features,2Bs4jQEGMycglOfWPBqrVG,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,228133,4
81,Drag Me Down,spotify:track:2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,audio_features,2K87XMYnUMqLcX3zvtAF4G,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G,192120,4
81,Perfect,spotify:track:3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,audio_features,3NLnwwAQbbFKcEcV8hDItk,spotify:track:3NLnwwAQbbFKcEcV8hDItk,https://api.spotify.com/v1/tracks/3NLnwwAQbbFKcEcV8hDItk,https://api.spotify.com/v1/audio-analysis/3NLnwwAQbbFKcEcV8hDItk,230333,4
79,Best Song Ever,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,audio_features,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4
79,Strong,spotify:track:3cKM7UXBZmgjEgEBTkaIlU,0.741,0.663,0,-7.308,1,0.0434,0.0608,0,0.0931,0.338,115.013,audio_features,3cKM7UXBZmgjEgEBTkaIlU,spotify:track:3cKM7UXBZmgjEgEBTkaIlU,https://api.spotify.com/v1/tracks/3cKM7UXBZmgjEgEBTkaIlU,https://api.spotify.com/v1/audio-analysis/3cKM7UXBZmgjEgEBTkaIlU,184373,4
68,Back to You (feat. Bebe Rexha & Digital Farm Animals),spotify:track:7F9vK8hNFMml4GtHsaXui6,0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,audio_features,7F9vK8hNFMml4GtHsaXui6,spotify:track:7F9vK8hNFMml4GtHsaXui6,https://api.spotify.com/v1/tracks/7F9vK8hNFMml4GtHsaXui6,https://api.spotify.com/v1/audio-analysis/7F9vK8hNFMml4GtHsaXui6,190428,4
56,Just Hold On,spotify:track:508oFmt92FyICj6pZiWQwC,0.647,0.932,11,-3.517,1,0.083,0.00377,1.69E-06,0.0574,0.387,115,audio_features,508oFmt92FyICj6pZiWQwC,spotify:track:508oFmt92FyICj6pZiWQwC,https://api.spotify.com/v1/tracks/508oFmt92FyICj6pZiWQwC,https://api.spotify.com/v1/audio-analysis/508oFmt92FyICj6pZiWQwC,198774,4
65,Written All Over Your Face,spotify:track:3pW1qBzFCJu2CfYHchxmiS,0.749,0.943,0,-4.537,1,0.0852,0.00625,1.66E-06,0.082,0.686,124.042,audio_features,3pW1qBzFCJu2CfYHchxmiS,spotify:track:3pW1qBzFCJu2CfYHchxmiS,https://api.spotify.com/v1/tracks/3pW1qBzFCJu2CfYHchxmiS,https://api.spotify.com/v1/audio-analysis/3pW1qBzFCJu2CfYHchxmiS,160560,4
61,Out Of My System,spotify:track:6yAhz9vlmgTzbVMIEyTduT,0.574,0.906,8,-4.482,0,0.122,0.000937,0.00596,0.0678,0.826,162.061,audio_features,6yAhz9vlmgTzbVMIEyTduT,spotify:track:6yAhz9vlmgTzbVMIEyTduT,https://api.spotify.com/v1/tracks/6yAhz9vlmgTzbVMIEyTduT,https://api.spotify.com/v1/audio-analysis/6yAhz9vlmgTzbVMIEyTduT,137973,4
65,Always You,spotify:track:5KcT9rJDqQJUSFF3O9wPJ5,0.632,0.724,4,-4.821,1,0.0308,0.0384,0,0.0554,0.553,100.073,audio_features,5KcT9rJDqQJUSFF3O9wPJ5,spotify:track:5KcT9rJDqQJUSFF3O9wPJ5,https://api.spotify.com/v1/tracks/5KcT9rJDqQJUSFF3O9wPJ5,https://api.spotify.com/v1/audio-analysis/5KcT9rJDqQJUSFF3O9wPJ5,187467,4
62,Silver Tongues,spotify:track:29z96EFvG0L1wcj5kkIHzk,0.492,0.822,2,-4.892,1,0.0647,0.0101,0,0.0793,0.409,159.991,audio_features,29z96EFvG0L1wcj5kkIHzk,spotify:track:29z96EFvG0L1wcj5kkIHzk,https://api.spotify.com/v1/tracks/29z96EFvG0L1wcj5kkIHzk,https://api.spotify.com/v1/audio-analysis/29z96EFvG0L1wcj5kkIHzk,205187,4
64,Don't Let It Break Your Heart,spotify:track:4nbQRLAPq202lsQsv9FNwK,0.535,0.634,10,-5.154,1,0.034,0.224,0,0.0989,0.462,81.965,audio_features,4nbQRLAPq202lsQsv9FNwK,spotify:track:4nbQRLAPq202lsQsv9FNwK,https://api.spotify.com/v1/tracks/4nbQRLAPq202lsQsv9FNwK,https://api.spotify.com/v1/audio-analysis/4nbQRLAPq202lsQsv9FNwK,204973,4
63,Miss You,spotify:track:3zxrecYFao03IrrcyFiaMU,0.541,0.69,3,-5.391,1,0.206,0.0216,0,0.257,0.681,180.239,audio_features,3zxrecYFao03IrrcyFiaMU,spotify:track:3zxrecYFao03IrrcyFiaMU,https://api.spotify.com/v1/tracks/3zxrecYFao03IrrcyFiaMU,https://api.spotify.com/v1/audio-analysis/3zxrecYFao03IrrcyFiaMU,182026,3
62,Chicago,spotify:track:6ypAO1oxZUBVeHtdFOi3Cj,0.45,0.716,1,-3.598,1,0.0291,0.00119,0,0.131,0.306,81.987,audio_features,6ypAO1oxZUBVeHtdFOi3Cj,spotify:track:6ypAO1oxZUBVeHtdFOi3Cj,https://api.spotify.com/v1/tracks/6ypAO1oxZUBVeHtdFOi3Cj,https://api.spotify.com/v1/audio-analysis/6ypAO1oxZUBVeHtdFOi3Cj,232413,4
57,Bigger Than Me,spotify:track:7p58SZBFBXNnK6sA9u3Pia,0.468,0.835,4,-3.8,1,0.0501,0.00195,0,0.424,0.454,144.925,audio_features,7p58SZBFBXNnK6sA9u3Pia,spotify:track:7p58SZBFBXNnK6sA9u3Pia,https://api.spotify.com/v1/tracks/7p58SZBFBXNnK6sA9u3Pia,https://api.spotify.com/v1/audio-analysis/7p58SZBFBXNnK6sA9u3Pia,221440,4
81,Heaven,spotify:track:5FQ77Cl1ndljtwwImdtjMy,0.57,0.756,5,-3.394,1,0.0257,0.0497,0,0.33,0.72,91.972,audio_features,5FQ77Cl1ndljtwwImdtjMy,spotify:track:5FQ77Cl1ndljtwwImdtjMy,https://api.spotify.com/v1/tracks/5FQ77Cl1ndljtwwImdtjMy,https://api.spotify.com/v1/audio-analysis/5FQ77Cl1ndljtwwImdtjMy,186043,4
80,This Town,spotify:track:0qvzXomUDJVaUboy2wMfiS,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,audio_features,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,232852,4
78,Slow Hands,spotify:track:2cOUlop2ZakjOKe4WinesN,0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,85.896,audio_features,2cOUlop2ZakjOKe4WinesN,spotify:track:2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/tracks/2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/audio-analysis/2cOUlop2ZakjOKe4WinesN,188174,4
77,Meltdown,spotify:track:0hIDcUm3mJEn4gNo2ocLM5,0.59,0.867,4,-4.053,1,0.0649,0.00721,0,0.355,0.758,89.52,audio_features,0hIDcUm3mJEn4gNo2ocLM5,spotify:track:0hIDcUm3mJEn4gNo2ocLM5,https://api.spotify.com/v1/tracks/0hIDcUm3mJEn4gNo2ocLM5,https://api.spotify.com/v1/audio-analysis/0hIDcUm3mJEn4gNo2ocLM5,153038,4
74,Moral of the Story (feat. Niall Horan) - Bonus Track,spotify:track:5v6qYImm5k36GHlFxdEZyv,0.579,0.37,10,-8.9,1,0.0383,0.496,0,0.221,0.216,119.799,audio_features,5v6qYImm5k36GHlFxdEZyv,spotify:track:5v6qYImm5k36GHlFxdEZyv,https://api.spotify.com/v1/tracks/5v6qYImm5k36GHlFxdEZyv,https://api.spotify.com/v1/audio-analysis/5v6qYImm5k36GHlFxdEZyv,198515,4
69,Put A Little Love On Me,spotify:track:7LyBwug9tJgbaEzRCqtY78,0.589,0.471,10,-4.908,1,0.0262,0.674,0,0.105,0.262,95.972,audio_features,7LyBwug9tJgbaEzRCqtY78,spotify:track:7LyBwug9tJgbaEzRCqtY78,https://api.spotify.com/v1/tracks/7LyBwug9tJgbaEzRCqtY78,https://api.spotify.com/v1/audio-analysis/7LyBwug9tJgbaEzRCqtY78,224586,4
72,The Show,spotify:track:2PrxwMxTSEk4oHbdY8majs,0.434,0.565,0,-5.442,1,0.0296,0.349,0,0.219,0.0994,135.452,audio_features,2PrxwMxTSEk4oHbdY8majs,spotify:track:2PrxwMxTSEk4oHbdY8majs,https://api.spotify.com/v1/tracks/2PrxwMxTSEk4oHbdY8majs,https://api.spotify.com/v1/audio-analysis/2PrxwMxTSEk4oHbdY8majs,191208,4
66,Our Song,spotify:track:3fGW43fnu3OHEw6ohTC2Bw,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,audio_features,3fGW43fnu3OHEw6ohTC2Bw,spotify:track:3fGW43fnu3OHEw6ohTC2Bw,https://api.spotify.com/v1/tracks/3fGW43fnu3OHEw6ohTC2Bw,https://api.spotify.com/v1/audio-analysis/3fGW43fnu3OHEw6ohTC2Bw,163733,4
70,Too Much To Ask,spotify:track:39jXnbACjiaiTwwhsr5sY5,0.443,0.533,0,-6.548,1,0.0396,0.371,0,0.128,0.201,77.344,audio_features,39jXnbACjiaiTwwhsr5sY5,spotify:track:39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/tracks/39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/audio-analysis/39jXnbACjiaiTwwhsr5sY5,223044,4
68,Black And White,spotify:track:7rpNuuoMbid56XkDsx2FjE,0.443,0.582,2,-6.02,1,0.0482,0.0301,0,0.127,0.239,147.589,audio_features,7rpNuuoMbid56XkDsx2FjE,spotify:track:7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/tracks/7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/audio-analysis/7rpNuuoMbid56XkDsx2FjE,193090,4
80,Dusk Till Dawn (feat. Sia) - Radio Edit,spotify:track:3e7sxremeOE3wTySiOhGiP,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,audio_features,3e7sxremeOE3wTySiOhGiP,spotify:track:3e7sxremeOE3wTySiOhGiP,https://api.spotify.com/v1/tracks/3e7sxremeOE3wTySiOhGiP,https://api.spotify.com/v1/audio-analysis/3e7sxremeOE3wTySiOhGiP,239000,4
83,I Don’t Wanna Live Forever (Fifty Shades Darker),spotify:track:55n9yjI6qqXh5F2mYvUc2y,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,audio_features,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/tracks/55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/audio-analysis/55n9yjI6qqXh5F2mYvUc2y,247160,4
83,Love Like This,spotify:track:3P9pRL7V9yM9DhY6NGZjzA,0.699,0.645,10,-4.485,0,0.0452,0.217,6.30E-06,0.0723,0.484,129.99,audio_features,3P9pRL7V9yM9DhY6NGZjzA,spotify:track:3P9pRL7V9yM9DhY6NGZjzA,https://api.spotify.com/v1/tracks/3P9pRL7V9yM9DhY6NGZjzA,https://api.spotify.com/v1/audio-analysis/3P9pRL7V9yM9DhY6NGZjzA,173303,4
80,PILLOWTALK,spotify:track:0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,audio_features,0PDUDa38GO8lMxLCRc4lL1,spotify:track:0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/audio-analysis/0PDUDa38GO8lMxLCRc4lL1,202747,4
69,Trampoline (with ZAYN),spotify:track:2ez6qvOTHKeI3ss80NGqnI,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280,4
67,"A Whole New World (End Title) - From ""Aladdin""",spotify:track:1iWHabUgUuuKLBa0TzTHfk,0.302,0.414,2,-8.16,1,0.0319,0.0575,0,0.0861,0.105,110.508,audio_features,1iWHabUgUuuKLBa0TzTHfk,spotify:track:1iWHabUgUuuKLBa0TzTHfk,https://api.spotify.com/v1/tracks/1iWHabUgUuuKLBa0TzTHfk,https://api.spotify.com/v1/audio-analysis/1iWHabUgUuuKLBa0TzTHfk,242956,4
70,Let Me,spotify:track:2cEmWBBlCfR9wWrY9JmTyt,0.46,0.566,9,-5.637,1,0.0502,0.239,5.96E-06,0.0967,0.189,168.408,audio_features,2cEmWBBlCfR9wWrY9JmTyt,spotify:track:2cEmWBBlCfR9wWrY9JmTyt,https://api.spotify.com/v1/tracks/2cEmWBBlCfR9wWrY9JmTyt,https://api.spotify.com/v1/audio-analysis/2cEmWBBlCfR9wWrY9JmTyt,185373,4
69,fOoL fOr YoU,spotify:track:6lvsJDZ7336YmpBzcNGhbe,0.52,0.513,7,-7.208,1,0.0256,0.281,0,0.0976,0.17,77.903,audio_features,6lvsJDZ7336YmpBzcNGhbe,spotify:track:6lvsJDZ7336YmpBzcNGhbe,https://api.spotify.com/v1/tracks/6lvsJDZ7336YmpBzcNGhbe,https://api.spotify.com/v1/audio-analysis/6lvsJDZ7336YmpBzcNGhbe,202213,4
65,Vibez,spotify:track:6T6D9CIrHkALcHPafDFA6L,0.643,0.671,7,-7.45,1,0.0842,0.241,0.0178,0.12,0.297,96.924,audio_features,6T6D9CIrHkALcHPafDFA6L,spotify:track:6T6D9CIrHkALcHPafDFA6L,https://api.spotify.com/v1/tracks/6T6D9CIrHkALcHPafDFA6L,https://api.spotify.com/v1/audio-analysis/6T6D9CIrHkALcHPafDFA6L,163347,4
67,Sweat,spotify:track:6ZHRi0QxzSnlevyhyNkj4a,0.532,0.584,7,-6.659,0,0.0444,0.00227,0.00308,0.126,0.165,161.738,audio_features,6ZHRi0QxzSnlevyhyNkj4a,spotify:track:6ZHRi0QxzSnlevyhyNkj4a,https://api.spotify.com/v1/tracks/6ZHRi0QxzSnlevyhyNkj4a,https://api.spotify.com/v1/audio-analysis/6ZHRi0QxzSnlevyhyNkj4a,232267,4
83,Youngblood,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
76,Teeth,spotify:track:3NxWJWftvkstyxvb1pZlFo,0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47E-06,0.0741,0.43,139.007,audio_features,3NxWJWftvkstyxvb1pZlFo,spotify:track:3NxWJWftvkstyxvb1pZlFo,https://api.spotify.com/v1/tracks/3NxWJWftvkstyxvb1pZlFo,https://api.spotify.com/v1/audio-analysis/3NxWJWftvkstyxvb1pZlFo,205503,4
73,She Looks So Perfect,spotify:track:1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,audio_features,1gugDOSMREb34Xo0c1PlxM,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM,202496,4
75,Ghost Of You,spotify:track:1MhXdlCQPnO56T57MfmaRm,0.458,0.561,10,-4.819,1,0.0269,0.0965,0,0.156,0.206,149.875,audio_features,1MhXdlCQPnO56T57MfmaRm,spotify:track:1MhXdlCQPnO56T57MfmaRm,https://api.spotify.com/v1/tracks/1MhXdlCQPnO56T57MfmaRm,https://api.spotify.com/v1/audio-analysis/1MhXdlCQPnO56T57MfmaRm,197411,3
65,Amnesia,spotify:track:1JCCdiru7fhstOIF4N7WJC,0.572,0.499,2,-5.237,1,0.0311,0.0283,0,0.213,0.108,101.593,audio_features,1JCCdiru7fhstOIF4N7WJC,spotify:track:1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/tracks/1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/audio-analysis/1JCCdiru7fhstOIF4N7WJC,237248,4
71,Who Do You Love,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,audio_features,2fVHrSxsQbJUuj9MW9zG1e,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,https://api.spotify.com/v1/tracks/2fVHrSxsQbJUuj9MW9zG1e,https://api.spotify.com/v1/audio-analysis/2fVHrSxsQbJUuj9MW9zG1e,226733,4
71,Easier,spotify:track:2bjUEg4jBtKBlPdNrTAppI,0.562,0.46,5,-4.173,1,0.259,0.476,0,0.107,0.623,176.055,audio_features,2bjUEg4jBtKBlPdNrTAppI,spotify:track:2bjUEg4jBtKBlPdNrTAppI,https://api.spotify.com/v1/tracks/2bjUEg4jBtKBlPdNrTAppI,https://api.spotify.com/v1/audio-analysis/2bjUEg4jBtKBlPdNrTAppI,158099,4
68,Me Myself & I,spotify:track:78Qk1m8zbvvvrmWH2M1yxT,0.575,0.556,4,-5.107,1,0.0283,0.0303,0,0.0903,0.44,87.991,audio_features,78Qk1m8zbvvvrmWH2M1yxT,spotify:track:78Qk1m8zbvvvrmWH2M1yxT,https://api.spotify.com/v1/tracks/78Qk1m8zbvvvrmWH2M1yxT,https://api.spotify.com/v1/audio-analysis/78Qk1m8zbvvvrmWH2M1yxT,177879,4
68,She's Kinda Hot,spotify:track:5fsQSDifYpjfbCqvZKPVBj,0.664,0.908,4,-4.806,1,0.0317,0.00182,0,0.109,0.889,118.031,audio_features,5fsQSDifYpjfbCqvZKPVBj,spotify:track:5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/tracks/5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/audio-analysis/5fsQSDifYpjfbCqvZKPVBj,216454,4
68,Lie To Me (feat. Julia Michaels),spotify:track:6GzApXoBQiiAjak3tOQfV3,0.611,0.52,0,-5.445,1,0.0346,0.0132,0,0.105,0.771,159.927,audio_features,6GzApXoBQiiAjak3tOQfV3,spotify:track:6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/tracks/6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/audio-analysis/6GzApXoBQiiAjak3tOQfV3,149878,4
93,Creepin' (with The Weeknd & 21 Savage),spotify:track:2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,1,-6.005,0,0.0484,0.417,0,0.0822,0.172,97.95,audio_features,2dHHgzDwk4BJdRwy9uXhTO,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520,4
90,TOPIA TWINS (feat. Rob49 & 21 Savage),spotify:track:0lodMO0qK83vfPiiD7FMEt,0.715,0.567,1,-4.481,0,0.0865,0.06,0,0.0655,0.332,160.098,audio_features,0lodMO0qK83vfPiiD7FMEt,spotify:track:0lodMO0qK83vfPiiD7FMEt,https://api.spotify.com/v1/tracks/0lodMO0qK83vfPiiD7FMEt,https://api.spotify.com/v1/audio-analysis/0lodMO0qK83vfPiiD7FMEt,223174,4
89,Jimmy Cooks (feat. 21 Savage),spotify:track:3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4
88,Rich Flex,spotify:track:1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86E-06,0.355,0.424,153.15,audio_features,1bDbXMyjaUIooNwFE9wn0N,spotify:track:1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,239360,3
88,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),spotify:track:76gcXhY3Zv6wW0BTe9nHJo,0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985,audio_features,76gcXhY3Zv6wW0BTe9nHJo,spotify:track:76gcXhY3Zv6wW0BTe9nHJo,https://api.spotify.com/v1/tracks/76gcXhY3Zv6wW0BTe9nHJo,https://api.spotify.com/v1/audio-analysis/76gcXhY3Zv6wW0BTe9nHJo,314836,4
